Marca de temps,Localitat,Data,Categoria,"En cas d'altres, quina?","Nom de l'activitat ","Companyia, artista",Lloc,Llengua de l'activitat,Preu,Regidoria organitzadora,Llengua de la publicitat,Font,Persona que ha introduït les dades,,,Estructura dades,Observacions estructura dades
03/05/2024 12:34:50,Aldaia,09/03/2024,Teatre,,Final i partit. XIX Lliga d'Improvisació '24,,TAMA,Valencià/català,8 euros,Cultura,Valencià/català,https://aldaia.es/wp-content/uploads/2023/12/Fullet-TAMA-2024-1T-DEF-OK-BR.pdf,Irene,,,,
03/05/2024 12:35:16,Aldaia,22/03/2024,Monòlegs,,Spoiler,Xavi Castillo,TAMA,Valencià/català,8 euros,Cultura,Valencià/català,https://aldaia.es/wp-content/uploads/2023/12/Fullet-TAMA-2024-1T-DEF-OK-BR.pdf,Irene,,,,
03/05/2024 12:38:55,Montcada,02/03/2024,Cinema,,QUE NADIE DUERMA ,Malena Alteiro ,CC Blasco Ibáñez,Espanyol,,Cultura,Valencià/català,https://twitter.com/AytoMoncada/status/1763486340933386401/photo/1,Christian,,,,
03/05/2024 12:39:16,Tavernes Blanques,08/03/2024,Música,,Concert de primavera,Agrupació Artístic Musical de Tavernes Blanques,C/Marià Benlliure,Activitat sense llengua,,En col·laboració o organitzat per una entitat ciutadana,Bilingüe,https://www.facebook.com/AytoTBlanques/?locale=es_ES,Irene,,,,
03/05/2024 12:40:02,Montcada,09/03/2024,Cinema,,Perfect days ,,CC Blasco Ibáñez,Espanyol,,Cultura,Espanyol,https://twitter.com/AytoMoncada/status/1763486340933386401/photo/1,Christian,,,,
03/05/2024 12:40:59,Montcada,17/03/2024,Cinema,,La tierra prometida ,,CC Blasco Ibáñez,Valencià/català,,Cultura,Valencià/català,https://twitter.com/AytoMoncada/status/1763486340933386401/photo/1,Christian,,,,
03/05/2024 12:41:29,"Pobla de Farnals, la",16/02/2024,Taller/curs de dansa,,Taller de balls llatins,,Espai Jove,Activitat sense llengua,,Joventut,Valencià/català,https://www.lapobladefarnals.es/va/pagina/activitats-culturals,Irene,,,,
03/05/2024 12:42:12,"Pobla de Farnals, la",23/02/2024,Contacontes,,Hora del conte,Ricardo Pérez,Biblioteca,Valencià/català,,Cultura,Valencià/català,https://www.lapobladefarnals.es/va/pagina/activitats-culturals,Irene,,,,
03/05/2024 12:42:32,Montcada,23/03/2024,Cinema,,Misántropo ,Shailene Woodley,CC Blasco Ibáñez,Espanyol,,Cultura,Valencià/català,https://twitter.com/AytoMoncada/status/1763486340933386401/photo/1,Christian,,,,
03/05/2024 12:45:21,"Pobla de Farnals, la",11/03/2024,Exposició,,A ma casa no passa,,Espai Jove,Activitat sense llengua,,Igualtat,Valencià/català,https://www.lapobladefarnals.es/va/pagina/activitats-culturals,Irene,,,,
03/05/2024 12:45:57,"Pobla de Farnals, la",01/03/2024,Club de lectura,,Tea rooms,Luisa Carnés,Biblioteca Municipal,Espanyol,,Igualtat,Valencià/català,https://www.lapobladefarnals.es/va/pagina/activitats-culturals,Irene,,,,
03/05/2024 12:46:38,"Pobla de Farnals, la",22/03/2024,Teatre,,Aus migratòries,Teatro de lo inestable,Casa de la Cultura,Valencià/català,,Igualtat,Valencià/català,https://www.lapobladefarnals.es/va/pagina/activitats-culturals,Irene,,,,
03/05/2024 12:50:50,"Puig de Santa Maria, el",08/03/2024,Club de lectura,,La flor púrpura,Chimamanda Ngozi Adichie,Biblioteca Municipal,Valencià/català,,Igualtat,Bilingüe,https://www.facebook.com/ajuntament.delpuig.1/?locale=ca_ES,Irene,,,,
03/05/2024 12:51:21,Catarroja,27/02/2024,Club de lectura,,Cicle de poesia ,David Vidal i el músic Enric Casado,TAC Catarroja,Valencià/català,,Cultura,Bilingüe,https://www.facebook.com/photo/?fbid=792740439554786&set=a.617613713734127,Christian,,,,
03/05/2024 12:51:32,"Puig de Santa Maria, el",10/03/2024,Teatre,,Infinita,La figuera infinita,Teatre La Marina,Valencià/català,6 euros,Igualtat,Bilingüe,https://www.facebook.com/ajuntament.delpuig.1/?locale=ca_ES,Irene,,,,
03/05/2024 12:52:13,"Puig de Santa Maria, el",29/02/2024,Exposició,,"Realitat, llegenda i mite",José Pedro Andrés,La Marina,Activitat sense llengua,,Cultura,Bilingüe,https://www.facebook.com/ajuntament.delpuig.1/?locale=ca_ES,Irene,,,,
03/05/2024 12:53:24,Catarroja,02/03/2024,Teatre,,"""Por fin solo""", Carles Sans,TAC Catarroja,Espanyol,,Cultura,Bilingüe,https://www.facebook.com/photo/?fbid=794975942664569&set=pcb.794975975997899,Christian,,,,
03/05/2024 12:53:34,"Puig de Santa Maria, el",25/03/2024,Teatre,,Sherezade,Teatro del contrahecho,,Espanyol,,Altres,Bilingüe,https://www.facebook.com/ajuntament.delpuig.1/?locale=ca_ES,Irene,,,,
03/05/2024 12:54:20,Catarroja,02/03/2024,Teatre,,Las noches de Tramoya ,Dr. A. Moret,TAC Catarroja,Espanyol,,Cultura,Bilingüe,https://www.facebook.com/AjuntamentdeCatarroja,Christian,,,,
03/05/2024 12:55:24,Catarroja,08/03/2024,Lectura en veu alta,,Lectura del manifest ,,Porta de l'Ajuntament,Valencià/català,,Igualtat,Valencià/català,https://www.facebook.com/photo?fbid=795108329317997&set=pcb.795108395984657,Christian,,,,
03/05/2024 12:55:29,Picanya,22/03/2024,Teatre,,Búho,Titzina Teatro,Centre Cultural,Espanyol,4 euros,Cultura,Valencià/català,https://www.picanya.org/persones/cultura/programacio/teatre,Irene,,,,
03/05/2024 12:56:40,Catarroja,09/03/2024,Dansa,,Espectacle de Dansa ,Bailar Ágora ,Teatre Auditrori Catarroja ,Activitat sense llengua,,Igualtat,Valencià/català,https://www.facebook.com/photo?fbid=795108329317997&set=pcb.795108395984657,Christian,,,,
03/05/2024 12:57:55,Picanya,12/03/2024,Cinema,,Que inventen ellas,,Centre Cultural,Espanyol,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,http://www.picanya.org/informacio/noticies/i/20373/481/projeccio-del-documental-que-inventen-ellas,Irene,,,,
03/05/2024 12:58:45,Catarroja,05/03/2024,Conferència,,Cap a una juventut segura i conscient ,Carmen Ruiz Repullo,Teatre Auditori de Catarroja ,Valencià/català,,Igualtat,Bilingüe,https://www.facebook.com/photo/?fbid=795794802582683&set=a.617613713734127,Christian,,,,
03/05/2024 12:58:48,Picanya,08/03/2024,Música,,Concert en homenatge a les dones,Unió Musical de Picanya,Centre Cultural,Activitat sense llengua,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,http://www.picanya.org/informacio/noticies/i/20360/481/concert-de-la-unio-musical-en-homenatge-a-les-dones,Irene,,,,
03/05/2024 13:00:54,Catarroja,08/03/2024,Contacontes,,CONTANT PER LA IGUALTAT,Pau Blanco,Biblioteca Pública Municipal ,Valencià/català,,Altres,Valencià/català,https://www.facebook.com/photo/?fbid=798781208950709&set=a.617613713734127,Christian,,,,
03/05/2024 13:02:51,Catarroja,09/03/2024,Teatre,,"""Bailar Ágora""",ballarina Marta Alonso Tejada ,TAC,No hi ha informació,,Cultura,Bilingüe,https://www.facebook.com/photo/?fbid=799385148890315&set=pcb.799385178890312,Christian,,,,
03/05/2024 13:03:34,Rafelbunyol,20/02/2024,Contacontes,,Encanteris de maleta,Felip Kervarec,Biblioteca Pública Municipal,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/ajuntamentrafelbunyol/?locale=ca_ES,Irene,,,,
03/05/2024 13:04:01,Catarroja,09/03/2024,Teatre,,God save the swing',Juanjo Navarro,TAC Catarroja,No hi ha informació,,Cultura,Bilingüe,https://www.facebook.com/AjuntamentdeCatarroja,Christian,,,,
03/05/2024 13:04:13,Rafelbunyol,03/03/2024,Teatre,,Bésame 2.0,,Casa de la Cultura,Espanyol,3 euros,Igualtat,Valencià/català,https://www.facebook.com/ajuntamentrafelbunyol/?locale=ca_ES,Irene,,,,
03/05/2024 13:05:23,Rafelbunyol,02/03/2024,Música,,Concert música visible,,Auditori,Activitat sense llengua,,Igualtat,Valencià/català,https://www.facebook.com/ajuntamentrafelbunyol/?locale=ca_ES,Irene,,,,
03/05/2024 13:05:30,Catarroja,10/03/2024,Música,,Concert ,Unió Musical de Catarroja,Teatre Auditori de Catarroja,Activitat sense llengua,,En col·laboració o organitzat per una entitat ciutadana,Bilingüe,https://www.facebook.com/photo/?fbid=799457518883078&set=a.617613713734127,Christian,,,,
03/05/2024 13:06:16,Rafelbunyol,01/03/2024,Exposició,,Passos,Mila i Panera,Casa de la Cultura,Activitat sense llengua,,Igualtat,Valencià/català,https://www.facebook.com/ajuntamentrafelbunyol/?locale=ca_ES,Irene,,,,
03/05/2024 13:07:51,Rafelbunyol,10/03/2024,Música,,Concert de solistes,"Orquestra de l'Escola ""La Primitiva""",Auditori,Activitat sense llengua,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.facebook.com/ajuntamentrafelbunyol/?locale=ca_ES,Irene,,,,
03/05/2024 13:09:07,Rafelbunyol,23/03/2024,Música,,II Aplec Coral,,Auditori,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/ajuntamentrafelbunyol/?locale=ca_ES,Irene,,,,
03/05/2024 13:09:11,Catarroja,27/03/2024,Música,,Concert extraordinari ,Banda del conservatori professional de música José Manuel Izquierdo,TAC,Activitat sense llengua,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.facebook.com/photo/?fbid=807631794732317&set=a.617613713734127,Christian,,,,
03/05/2024 13:14:06,Almàssera,14/02/2024,Exposició,,Explosión de colores,Martín Mora Guzmán,Hogar del jubilado,Activitat sense llengua,,Cultura,Bilingüe,https://www.facebook.com/ajuntamentalmassera/?locale=ca_ES,Irene,,,,
03/05/2024 13:15:20,Alfafar,01/03/2024,Teatre,,"Muerte, Amor y Dinero ",,Edificio Sanchis Guarner ,Espanyol,,Cultura,Espanyol,"https://asociaciones.alfafar.es/es/eventos/TEATRO:%20MUERTE,%20AMOR%20Y%20DINERO%20CAMPA%C3%91A%20DE%20TEATRO%20AMATEUR%20%22TEATRERAS%22",Christian,,,,
03/05/2024 13:15:29,Almàssera,07/03/2024,Presentació llibre,,L'essència de l'arbre,Maria Carme Arnau i Orts,Biblioteca Municipal,Valencià/català,,Cultura,Bilingüe,https://www.facebook.com/ajuntamentalmassera/?locale=ca_ES,Irene,,,,
03/05/2024 13:17:08,Almàssera,23/03/2024,Música,,Concert Setmana Santa,Banda Simfònica,Església d'Almàssera,Activitat sense llengua,,Cultura,Bilingüe,https://www.facebook.com/ajuntamentalmassera/?locale=ca_ES,Irene,,,,
03/05/2024 13:16:55,Alfafar,04/03/2024,Exposició,,EXPOSICIÓN ARTÍSTICA MUJERES DE HOY,"Asociación ""Mujeres de Hoy""",Alquería del Pi,Espanyol,,En col·laboració o organitzat per una entitat ciutadana,Espanyol,https://asociaciones.alfafar.es/es/eventos/Exposici%C3%B3n%20Art%C3%ADstica%20Mujeres%20de%20hoy,Christian,,,,
03/05/2024 13:16:31,Almàssera,27/03/2024,Lectura poemes,,I Encuentro Poético 2024,,Plaça Giner,Espanyol,,Cultura,Bilingüe,https://www.facebook.com/ajuntamentalmassera/?locale=ca_ES,Irene,,,,
03/05/2024 13:18:21,Alfafar,06/03/2024,Presentació llibre,,"""Esfuerzo+Constancia=Éxito""",Yolanda Salinas Soler, Salón de Plenos ,Espanyol,,Cultura,Espanyol,https://asociaciones.alfafar.es/es/eventos/PRESENETACI%C3%93N%20DE%20LIBRO%20DE%20YOLANDA%20SALINAS%20SOLER,Christian,,,,
03/05/2024 13:19:48,Alfafar,09/03/2024,Música,,CONCIERTO EN CONMEMORACIÓN DEL DÍA INTERNACIONAL DE LA MUJER,Centro Instructivo Musical de Alfafar.,Centro Instructivo Musical de Alfafar.,Activitat sense llengua,,En col·laboració o organitzat per una entitat ciutadana,Espanyol,https://asociaciones.alfafar.es/es/eventos/CONCIERTO%20DEL%20D%C3%8DA%20INTERNACIONAL%20DE%20LA%20MUJER,Christian,,,,
03/05/2024 13:20:33,Nàquera,23/03/2024,Música,,I Cicle de Música Sacra,Cor de Cambra Studium Vocale,Parroquia de Nostra Senyora de l'Encarnació,Activitat sense llengua,,Cultura,Bilingüe,https://www.facebook.com/ajuntamentnaquera/?locale=ca_ES,Irene,,,,
03/05/2024 13:23:16,Alberic,01/03/2024,Exposició,,Art de dones d'Alberic,,Antic Ajuntament,Activitat sense llengua,,Igualtat,Valencià/català,https://www.facebook.com/AyuntamientoDeAlberic/?locale=ca_ES,Irene,,,,
03/05/2024 13:23:57,Alberic,05/03/2024,Lectura poemes,,Trilogia de la Dona,,Teatre Liceu,Valencià/català,,Igualtat,Valencià/català,https://www.facebook.com/AyuntamientoDeAlberic/?locale=ca_ES,Irene,,,,
03/05/2024 13:24:28,Alberic,06/03/2024,Presentació llibre,,L'essència de l'arbre,Maria Carmen Arnau,Biblioteca,Valencià/català,,Igualtat,Valencià/català,https://www.facebook.com/AyuntamientoDeAlberic/?locale=ca_ES,Irene,,,,
03/05/2024 13:25:43,Sant Antoni de Benaixeve,04/03/2024,Activitats sobre patrimoni,,Ruta mujeres en la cultura ,Asociación feminista HIPATIA ,Inicio; Plaza Ayuntamiento,Activitat sense llengua,,Igualtat,Espanyol,https://www.facebook.com/photo/?fbid=444228477960604&set=a.209592788090842&locale=es_ES,Christian,,,,
03/05/2024 13:25:59,Alberic,08/03/2024,Teatre,,El día de Ramiro,Ameba Teatre,Glorieta,Espanyol,,Cultura,Valencià/català,https://www.facebook.com/AyuntamientoDeAlberic/?locale=ca_ES,Irene,,,,
03/05/2024 13:26:38,Alberic,10/03/2024,Música,,Quatre mirades en la Passió,Camerata de la Societat Unió Musical d'Alberic,Església de Sant Llorenç,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/AyuntamientoDeAlberic/?locale=ca_ES,Irene,,,,
03/05/2024 13:26:52,Sant Antoni de Benaixeve,04/03/2024,Conferència,,Charla empoderamineto: Rompiendo límites ,Loren Buigues ,Sala multiusos ,Espanyol,,Igualtat,Espanyol,https://www.facebook.com/photo/?fbid=444228477960604&set=a.209592788090842&locale=es_ES,Christian,,,,
03/05/2024 13:27:09,Alberic,10/03/2024,Exposició,,Ermites de la Ribera,,Antic Ajuntament,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/AyuntamientoDeAlberic/?locale=ca_ES,Irene,,,,
03/05/2024 13:27:53,Alberic,23/03/2024,Teatre,,Charlie i la fàbrica de reciclatge,,Glorieta,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/AyuntamientoDeAlberic/?locale=ca_ES,Irene,,,,
03/05/2024 13:28:18,Alberic,23/03/2024,Música,,Daray,,La Muntanyeta,No hi ha informació,,Cultura,Valencià/català,https://www.facebook.com/AyuntamientoDeAlberic/?locale=ca_ES,Irene,,,,
03/05/2024 13:28:53,Alberic,24/03/2024,Teatre,,Teatre infantil de contes valencians festius i tradicionals,,La Muntanyeta,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/AyuntamientoDeAlberic/?locale=ca_ES,Irene,,,,
03/05/2024 13:29:26,Sant Antoni de Benaixeve,23/03/2024,Música,,Cconcierto Sacro,Sociedad Coral ,Orfeón Manuel Palau ,Activitat sense llengua,,En col·laboració o organitzat per una entitat ciutadana,Espanyol,https://www.facebook.com/photo/?fbid=453103223739796&set=a.209592788090842&locale=es_ES,Christian,,,,
14/02/2025 13:46:38,Albal,01/10/2024,Conferència,,La llengua valenciana en el conjunt de les llengües romàniques ,Manolo Gimeno i Miquel Àngel LLedó,Casa de la cultura,Valencià/català,,Cultura,Valencià/català,https://noticiasciudadanas.com/albal-semana-de-la-llengua-valenciana/,Alba,,,,
14/02/2025 13:46:50,Alaquàs,19/10/2024,Música,,"Concert paraula, música i dansa",Mediterranean Guitar,Castell d'Alaquàs,Valencià/català,,Cultura,Valencià/català,https://www.alaquas.org/agenda/22306/0/tardor_cultural_castell_concert_mediterranean,Osel,,,,
14/02/2025 13:48:25,Albal,02/10/2024,Conferència,,Ortografíes i normatives valencianes ,Juli Moreno ,Sala de Juntes de la cooperativa d´Albal,Valencià/català,,Cultura,Valencià/català,https://noticiasciudadanas.com/albal-semana-de-la-llengua-valenciana/,Alba,,,,
14/02/2025 13:49:29,Alaquàs,27/10/2025,Altres,Ruta ,"Ruta ""Les sèquies d'Alaquàs""",Via Heradia,Castell d'Alaquàs,Activitat sense llengua,,Cultura,Valencià/català,https://www.alaquas.org/agenda/22305/0/tardor_cultural,Osel,,,,
14/02/2025 13:49:51,Albal,03/10/2024,Contacontes,,"Tirantet, el valent caballer",,Plaça el Jardí d´Albal ,Valencià/català,,Cultura,Valencià/català,https://noticiasciudadanas.com/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-18-at-08.47.54-jpeg.webp,Alba,,,,
14/02/2025 13:51:35,Albal,04/10/0024,Música,,Actuació musical ,2 fan 3 ,Casa de la cultura ,Valencià/català,,Cultura,Valencià/català,https://noticiasciudadanas.com/wp-content/uploads/2024/09/WhatsApp-Image-2024-09-18-at-08.47.54-jpeg.webp,Alba,,,,
14/02/2025 13:52:36,Alaquàs,27/10/2024,Teatre,,Teatre Musical Trobadorets,,Castell d'Alaquàs,Valencià/català,,Cultura,Valencià/català,https://www.alaquas.org/agenda/22305/0/tardor_cultural,Osel,,,,
14/02/2025 13:53:54,Alaquàs,09/11/2024,Música,,Concert homenatge a Ernest Lluch ,Trio Senalag,Castell d'Alaquàs,Valencià/català,,Cultura,Valencià/català,https://www.alaquas.org/agenda/22305/0/tardor_cultural,Osel,,,,
17/02/2025 9:11:59,Alaquàs,16/11/2024,Música,,Concert Thíasos Coral,Diferents conservatoris de la comarca,Castell d'Alaquàs ,No hi ha informació,,Cultura,Valencià/català,https://www.alaquas.org/agenda/22305/0/tardor_cultural,Osel,,,,
17/02/2025 9:12:17,Alberic,04/10/2024,Teatre,,Un finde largo,Amparo Oltra i Arantxa González,Teatre Liceu,Espanyol,,Cultura,Bilingüe,https://www.alberic.es/sites/www.alberic.es/files/Agenda_Cultural_OCT24_GEN25.pdf,Martí,,,,
17/02/2025 9:14:17,Alberic,06/10/2024,Música,,XXI Campanya de Concerts d'Intercanvis Musicals,"Grup Musical So de Bassi, Grup de ball Ronda d'Aldaia",Plaça de la constitució,Activitat sense llengua,,Cultura,Valencià/català,https://www.alberic.es/sites/www.alberic.es/files/Agenda_Cultural_OCT24_GEN25.pdf,Martí,,,,
17/02/2025 9:16:43,Alaquàs,30/11/2024,Música,,Viatge a la moon,Grup Bèrnia,Parc Vicent Andrés Estellés,Valencià/català,,Cultura,Valencià/català,https://www.alaquas.org/agenda/22305/0/tardor_cultural,Osel,,,,
17/02/2025 9:16:54,Alberic,17/10/2024,Presentació llibre,,"Presentació del llibre "" Art al carrer d'Alberic""",,Biblioteca Municipal,Valencià/català,,Cultura,Valencià/català,https://www.alberic.es/sites/www.alberic.es/files/Agenda_Cultural_OCT24_GEN25.pdf,Martí,,,,
17/02/2025 9:18:25,Alberic,18/10/2024,Música,,Orquestra de Sicània,Orquestra de Sicània,Plaça de l'Ajuntament,Activitat sense llengua,,Cultura,Valencià/català,https://www.alberic.es/sites/www.alberic.es/files/Agenda_Cultural_OCT24_GEN25.pdf,Martí,,,,
17/02/2025 9:18:58,Alaquàs,01/12/2024,Música,,Concert Agrupació Els Majors de l'Horta Sud,Els Majors de l'Horta Sud,Castell d'Alaquàs ,"Valencià/català, No hi ha informació",,Cultura,Valencià/català,https://www.alaquas.org/agenda/22305/0/tardor_cultural,Osel,,,,
17/02/2025 9:19:55,Alberic,18/10/2024,Exposició,,"Exposició de Manolo Boic: "" Del cuc a la seda""",Manolo Boix,Antic Ajuntament,Valencià/català,,Cultura,Valencià/català,https://www.alberic.es/sites/www.alberic.es/files/Agenda_Cultural_OCT24_GEN25.pdf,Martí,,,,
17/02/2025 9:20:44,Albal,31/01/2025,Exposició,,Visita Museu Faller falla convento ,,,Activitat sense llengua,5,Cultura,"Valencià/català, Espanyol",https://www.facebook.com/AjuntamentAlbal/?locale=ca_ES,Alba,,,,
17/02/2025 9:22:37,Alberic,07/11/2024,Contacontes,,"""Rata de Biblioteca",,Biblioteca municipal,Valencià/català,,Cultura,Valencià/català,https://www.alberic.es/sites/www.alberic.es/files/Agenda_Cultural_OCT24_GEN25.pdf,Martí,,,,
17/02/2025 9:25:45,Alberic,14/10/2024,Conferència,,"Xarrada a la biblioteca : ""Vicent Andres Estellés: Una visió personal""",Josep  Antoni Fluixà,Biblioteca Municipal,Valencià/català,,Cultura,Valencià/català,https://www.alberic.es/sites/www.alberic.es/files/Agenda_Cultural_OCT24_GEN25.pdf,Martí,,,,
17/02/2025 9:27:46,Alaquàs,05/12/2024,Cinema,,La voluntad. El impacto del voluntariado en la DANA,,Castell d'Alaquàs ,"Espanyol, No hi ha informació",,Cultura,Bilingüe,https://www.alaquas.org/agenda/22427/0/estrena_documental_voluntad_impacte_voluntariat,Osel,,,,
17/02/2025 9:28:23,Alberic,17/11/2024,Teatre,,"""La historia Interminable""",Rebombori,Teatre Liceu,Valencià/català,,Cultura,Valencià/català,https://www.alberic.es/sites/www.alberic.es/files/Agenda_Cultural_OCT24_GEN25.pdf,Martí,,,,
17/02/2025 9:28:47,Albal,27/01/2025,Exposició,,No em toques el WhatsApp,,Casal Jove ,Activitat sense llengua,,Joventut,Valencià/català,https://www.facebook.com/AjuntamentAlbal/?locale=ca_ES,Alba,,,,
17/02/2025 9:30:18,Alberic,20/12/2024,Teatre,,"""Magic dreams""",,Teatre Liceu,Valencià/català,,Cultura,Valencià/català,https://www.alberic.es/sites/www.alberic.es/files/Agenda_Cultural_OCT24_GEN25.pdf,Martí,,,,
17/02/2025 9:30:21,Alaquàs,05/12/2024,Altres,Col·loqui ,Coloquio sobre el fenómeno del voluntariado,,Castell d'Alaquàs ,No hi ha informació,,En col·laboració o organitzat per una entitat ciutadana,Bilingüe,https://www.alaquas.org/agenda/22427/0/estrena_documental_voluntad_impacte_voluntariat,Osel,,,,
17/02/2025 9:31:53,Alberic,21/12/2024,Música,,Concert de la Banda Jove,,Teatre Liceu,Activitat sense llengua,,Cultura,Valencià/català,https://www.alberic.es/sites/www.alberic.es/files/Agenda_Cultural_OCT24_GEN25.pdf,Martí,,,,
17/02/2025 9:33:44,Alberic,26/12/2024,Música,,Concert de nadal de la Societat Unió Musical d'Alberic,Societat Unió Musical d'Alberic,Teatre Liceu,Activitat sense llengua,,Cultura,Valencià/català,https://www.alberic.es/sites/www.alberic.es/files/Agenda_Cultural_OCT24_GEN25.pdf,Martí,,,,
17/02/2025 9:35:49,Albal,04/01/2025,Monòlegs,,Monólogos in love ,Rafa Alarcón i Pablo de los Reyes,Bar Cooperativa d'Albal ,Espanyol,,Cultura,Valencià/català,https://www.facebook.com/AjuntamentAlbal/?locale=ca_ES,Alba,,,,
17/02/2025 9:36:55,Alberic,02/01/2025,Música,,Dumbo el musical,,Teatre Liceu,Espanyol,,Cultura,Valencià/català,https://www.alberic.es/sites/www.alberic.es/files/Agenda_Cultural_OCT24_GEN25.pdf,Martí,,,,
17/02/2025 9:40:26,Albal,03/01/2025,Música,,Actuación coro rociero `Sendero Andaluz´,Sendero Andaluz ,Parque Balaguera ,Espanyol,,Cultura,Espanyol,https://www.facebook.com/AjuntamentAlbal/?locale=ca_ES,Alba,,,,
17/02/2025 9:40:47,Alberic,23/12/2024,Teatre,,Enfino & Selfi al teatre,Elfino & Selfi,Teatre Liceu,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/photo/?fbid=986780770156617&set=a.619656500202381,Martí,,,,
17/02/2025 9:42:06,Albal,03/01/2025,Música,,Actuación grupo jerezano `Dame tono´,Dame tono,Parque Balaguera ,Espanyol,,Cultura,Espanyol,https://www.facebook.com/AjuntamentAlbal/?locale=ca_ES,Alba,,,,
17/02/2025 9:44:10,Alberic,29/12/2024,Cinema,,"Cinema al teatre "" Elemental""",,Teatre Liceu,Espanyol,,Cultura,Valencià/català,https://www.facebook.com/photo/?fbid=990332686468092&set=a.619656500202381,Martí,,,,
17/02/2025 9:44:11,Albal,30/12/2024,Música,,actuació musical ‘A Nadal un pas de pardal’ ,Dani Miquel,Biblioteca ,Valencià/català,,Joventut,Valencià/català,https://www.facebook.com/AjuntamentAlbal/?locale=ca_ES,Alba,,,,
17/02/2025 9:44:13,Alaquàs,05/12/2024,Música,,Concert de la jove orquestra de la UMA,,Auditori Nou,No hi ha informació,,Altres,Bilingüe,https://www.alaquas.org/agenda/22425/0/bones_festes_2024_2025,Osel,,,,
17/02/2025 9:45:49,Alberic,03/01/2025,Música,,Divertilandia,,Teatre Liceu,Espanyol,,Cultura,Valencià/català,https://www.facebook.com/photo/?fbid=993886482779379&set=a.619656500202381,Martí,,,,
17/02/2025 9:47:31,Alboraia,21/12/2024,Cinema,,El dia més curt del any: curtmetratges valencians,,Teatre agrícola,Valencià/català,,Cultura,Valencià/català,https://agendaalboraya.es/el-dia-curt-5,Neus,,,,
17/02/2025 9:49:59,Albal,23/12/2024,Teatre,,Jurassic Game ,,Teatro Olympia ,Espanyol,,Cultura,Espanyol,https://www.facebook.com/AjuntamentAlbal/?locale=ca_ES,Alba,,,,
17/02/2025 9:50:39,Alaquàs,07/10/2024,Altres,Concurs ,VIIé Concurs Caixabank d'Orquestres de la C.V. Palau de les Arts Reina Sofía de València,Jove Orquestra de la Unió Musical d'Alaquàs,Palau de les Arts Reina Sofía de València,"Valencià/català, No hi ha informació",,Altres,Bilingüe,https://www.alaquas.org/agenda/22425/0/bones_festes_2024_2025,Osel,,,,
17/02/2025 9:51:32,Albal,23/12/2024,Música,, concert Albal (Re)sona,Societat Joventut Musical d'Albal ,Bar Cooperativa ,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/AjuntamentAlbal/?locale=ca_ES,Alba,,,,
17/02/2025 9:51:45,Alboraia,26/11/2024,Altres,Màgia,Aluzina,Nacho Diago,,Valencià/català,5-6€,Cultura,Valencià/català,https://www.alboraya.es/va/evento/teatre-magia-familiar-aluzina,Neus,,,,
17/02/2025 9:53:44,Albal,20/12/0024,Altres,circ,Circo Piruleta ,,Parque San Carlos ,Espanyol,,Cultura,Espanyol,https://www.facebook.com/AjuntamentAlbal/?locale=ca_ES,Alba,,,,
17/02/2025 9:53:57,Alaquàs,13/12/2024,Música,,Concert Banda i Orquestra d'Iniciació de la UMA,,Auditori Nou,"Valencià/català, No hi ha informació",,Altres,Bilingüe,https://www.alaquas.org/agenda/22425/0/bones_festes_2024_2025,Osel,,,,
17/02/2025 9:54:44,Alboraia,27/12/2024,Teatre,,"LLUNA, DOS I TRES ","Laura Valero, Isabel Martí, Lucía Aibar i Victoria Mínguez",Teatre de l'Abast,Valencià/català,5-6€,Cultura,Valencià/català,https://www.alboraya.es/va/evento/teatre-familiar-lluna-dos-tres,Neus,,,,
17/02/2025 9:56:06,Alaquàs,13/12/2024,Música,,Concert de nadal dels cors d'Alaquàs - La clau de nadal ,"Escola de Dansa, Cor Gavota i Nova Coral de la UMA",Auditori Nou,"Valencià/català, No hi ha informació",,Altres,Bilingüe,https://www.alaquas.org/agenda/22425/0/bones_festes_2024_2025,Osel,,,,
17/02/2025 9:58:08,Alboraia,04/01/2025,Música,,Concert benèfic:  veus i ritme per al parkison música que sanna.,"Coral SMA Alboraia, Coro Rociero ACA Alboraia i Grupo de rock La Desbanda JCP",Auditori Municipal Alboraia,"Espanyol, No hi ha informació",5€,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.alboraya.es/va/evento/concert-musica-que-sana,Neus,,,,
